Tenth_Percentage,Twelfth_Percentage,JEE_Percentile,CUET_Score,Category,State,Family_Income,Gender,Gap_Year,CGPA,Backlogs,Extracurricular,Research_Paper,Internship,Desired_Branch,College_Tier,Admission_Chance
90.46,86.54,80.63,484.79,EWS,Kerala,8.86,Female,1,7.96,0,0,1,0,CSE,Tier_3,0.6538
80.12,74.84,76.77,672.17,ST,Karnataka,7.78,Female,0,6.93,0,1,1,3,IT,Tier_3,0.7759
99.0,78.19,52.81,572.74,OBC,Delhi,8.31,Female,0,7.58,0,1,0,0,Chemical,Tier_1,0.5869
87.51,90.93,73.31,551.37,General,Tamil_Nadu,12.87,Female,0,8.52,1,0,0,1,Biotech,Tier_3,0.5712
79.85,77.94,12.65,338.54,General,West_Bengal,4.28,Female,0,6.0,1,0,0,2,CSE,Tier_2,0.3634
93.53,94.42,92.04,704.22,ST,Maharashtra,3.34,Male,0,6.34,0,1,0,1,ME,Tier_1,0.6837
92.37,67.84,62.97,715.29,SC,Maharashtra,7.15,Female,1,7.13,1,1,0,0,Chemical,Tier_2,0.6032
60.93,63.1,63.64,405.28,OBC,West_Bengal,5.11,Male,0,6.76,1,1,0,0,CSE,Tier_1,0.3553
78.08,68.92,99.99,465.55,General,Karnataka,50.0,Female,0,7.65,2,0,0,2,ECE,Tier_1,0.4754
60.9,62.92,84.09,518.01,General,Gujarat,6.5,Female,1,6.59,0,1,0,1,Chemical,Tier_3,0.5937
79.83,83.42,58.39,556.22,SC,Delhi,7.2,Male,0,7.8,1,1,0,1,CSE,Tier_3,0.6186
76.19,76.29,67.1,597.63,OBC,Tamil_Nadu,3.55,Male,0,8.98,0,0,0,1,IT,Tier_2,0.5767
88.08,81.8,99.99,546.26,OBC,Uttar_Pradesh,3.11,Male,0,9.21,0,1,1,1,Biotech,Tier_1,0.7111
71.04,69.83,36.75,452.03,OBC,Kerala,1.87,Male,0,6.49,0,0,1,0,CE,Tier_2,0.468
68.7,55.61,69.08,496.59,SC,Maharashtra,5.41,Female,1,5.32,0,1,0,1,Chemical,Tier_3,0.6524
63.42,57.14,99.99,558.47,OBC,Delhi,5.94,Female,0,5.81,0,0,1,1,IT,Tier_2,0.5817
59.87,70.88,76.86,535.91,General,Maharashtra,16.8,Male,1,6.02,1,0,1,1,IT,Tier_2,0.456
88.54,77.93,95.58,528.56,EWS,Kerala,5.7,Female,2,6.73,1,1,0,2,EE,Tier_2,0.6098
72.04,79.55,64.48,428.44,General,Maharashtra,5.02,Male,0,6.23,1,0,2,1,CSE,Tier_3,0.5561
74.13,78.5,66.29,609.49,OBC,Gujarat,8.36,Female,0,9.51,2,0,0,2,ECE,Tier_1,0.517
99.0,96.33,90.22,565.4,General,Uttar_Pradesh,6.33,Female,0,8.48,0,0,0,0,IT,Tier_1,0.4353
93.49,88.11,73.96,663.7,SC,Gujarat,14.78,Female,1,8.32,0,0,1,0,CSE,Tier_1,0.5392
69.46,65.14,97.84,647.08,OBC,Karnataka,21.62,Male,0,8.8,0,0,0,1,ECE,Tier_3,0.7199
52.22,55.34,38.38,441.29,General,Tamil_Nadu,6.64,Female,1,5.65,2,1,0,0,ME,Tier_3,0.4241
80.67,81.59,76.61,372.42,OBC,Kerala,3.14,Female,0,8.18,1,1,0,0,ME,Tier_3,0.6358
73.24,54.26,80.38,458.77,OBC,Maharashtra,6.07,Female,1,7.95,0,0,0,1,IT,Tier_2,0.5432
91.77,94.19,65.03,517.76,OBC,West_Bengal,8.07,Male,1,7.55,0,1,2,1,Biotech,Tier_1,0.6503
82.31,73.62,75.57,718.89,General,Kerala,2.32,Female,1,10.0,0,0,0,1,CSE,Tier_1,0.5945
81.61,76.44,70.73,788.41,General,Maharashtra,5.4,Male,0,8.66,1,0,0,1,CSE,Tier_2,0.5711
76.07,72.63,54.47,552.53,EWS,Gujarat,2.05,Female,1,7.28,1,0,1,1,IT,Tier_2,0.4348
51.11,55.46,42.47,247.94,General,Karnataka,9.52,Female,0,5.51,1,1,0,0,CSE,Tier_3,0.3749
84.83,68.87,67.96,627.95,OBC,Delhi,2.81,Male,0,7.59,0,0,0,1,CSE,Tier_3,0.6662
80.25,77.39,63.5,602.08,General,Delhi,5.25,Male,1,7.58,1,1,0,3,ECE,Tier_1,0.4246
78.1,79.43,76.86,608.09,SC,Rajasthan,6.02,Female,0,7.18,1,0,0,1,ECE,Tier_3,0.7325
71.74,53.86,69.3,585.35,OBC,Maharashtra,2.43,Female,0,6.47,0,1,0,0,EE,Tier_1,0.4439
63.88,54.31,46.94,535.14,SC,Tamil_Nadu,7.07,Male,0,6.08,0,0,0,1,ECE,Tier_2,0.5029
82.7,85.06,39.69,560.06,OBC,Rajasthan,2.88,Female,1,5.84,0,1,0,1,CE,Tier_3,0.5649
73.61,77.2,93.82,601.76,OBC,Maharashtra,22.44,Female,2,7.15,1,1,1,0,EE,Tier_1,0.5524
73.27,73.68,74.83,758.39,EWS,Delhi,19.88,Male,0,6.42,0,0,2,1,CSE,Tier_1,0.4478
72.2,65.08,84.84,414.41,SC,Delhi,17.58,Male,0,6.85,0,0,1,2,ECE,Tier_1,0.5523
80.45,82.04,79.84,646.01,SC,Maharashtra,7.73,Female,0,8.11,0,1,0,0,CSE,Tier_3,0.712
73.98,62.16,71.06,530.66,SC,Tamil_Nadu,9.01,Male,2,7.18,0,0,0,1,IT,Tier_2,0.5452
60.57,61.3,49.07,283.4,OBC,Uttar_Pradesh,5.97,Female,0,7.42,1,0,1,0,CSE,Tier_3,0.4468
67.09,56.51,67.01,611.43,OBC,Kerala,10.56,Male,1,6.11,0,0,2,0,Chemical,Tier_1,0.5157
77.34,72.84,99.99,704.07,OBC,Rajasthan,25.48,Male,1,7.39,0,1,1,1,Chemical,Tier_2,0.6929
69.57,60.45,60.41,336.42,ST,Kerala,3.14,Female,0,5.63,0,0,1,0,ME,Tier_1,0.4629
52.61,62.87,53.63,383.58,EWS,Rajasthan,9.78,Female,1,6.35,0,1,0,0,Biotech,Tier_3,0.5522
85.49,83.31,80.31,596.77,OBC,Kerala,1.75,Male,1,8.47,0,1,0,1,ECE,Tier_2,0.6629
63.64,59.98,66.31,484.09,OBC,Delhi,4.94,Male,2,7.47,0,0,1,2,ECE,Tier_2,0.54
62.35,72.37,27.56,467.09,General,Delhi,6.54,Female,0,8.17,1,1,0,0,CSE,Tier_2,0.3118
79.07,67.7,92.17,398.51,ST,Tamil_Nadu,8.87,Female,1,6.53,0,1,0,2,IT,Tier_3,0.6571
82.73,77.63,85.55,633.78,SC,Uttar_Pradesh,11.82,Male,0,7.24,0,1,1,0,ME,Tier_2,0.6907
64.68,60.36,70.3,516.07,EWS,Gujarat,19.61,Male,0,5.81,0,1,1,0,Biotech,Tier_2,0.5672
88.98,88.22,93.57,530.87,OBC,Uttar_Pradesh,2.24,Female,0,6.83,0,1,0,0,Chemical,Tier_3,0.7852
81.11,81.93,68.79,602.46,SC,Kerala,13.79,Female,0,6.84,0,1,0,1,ME,Tier_3,0.7579
68.43,78.31,47.0,547.16,General,Karnataka,29.13,Female,0,4.97,1,0,1,1,ME,Tier_1,0.3562
91.22,84.52,38.05,708.38,OBC,Uttar_Pradesh,5.1,Female,1,6.53,0,1,1,2,CSE,Tier_1,0.4932
70.1,45.39,96.28,517.67,OBC,West_Bengal,4.62,Female,0,7.21,1,1,0,0,CSE,Tier_1,0.4606
80.43,72.85,63.4,456.84,OBC,Delhi,8.13,Female,0,8.06,0,1,0,1,CSE,Tier_3,0.6282
99.0,99.0,73.2,696.78,General,Gujarat,6.55,Male,2,7.35,0,0,0,0,CE,Tier_3,0.6253
80.72,73.91,64.97,511.88,General,West_Bengal,6.21,Male,0,7.66,0,1,0,1,CSE,Tier_2,0.4722
81.84,61.95,98.72,580.59,ST,Delhi,23.29,Female,0,9.61,0,1,1,0,Chemical,Tier_2,0.7143
82.14,81.09,68.63,641.85,OBC,Tamil_Nadu,49.48,Male,0,5.89,0,1,0,3,Biotech,Tier_3,0.6889
99.0,93.49,93.08,642.91,General,West_Bengal,5.7,Male,2,9.21,1,0,0,1,ECE,Tier_2,0.6089
82.88,72.2,67.08,533.04,SC,Rajasthan,46.98,Male,2,7.86,0,1,1,0,EE,Tier_2,0.5754
99.0,87.33,60.66,512.66,General,Tamil_Nadu,5.56,Female,0,9.17,0,1,0,2,ME,Tier_1,0.5998
90.45,76.54,95.6,718.41,General,Rajasthan,13.54,Female,0,9.01,3,0,0,1,CE,Tier_3,0.5796
62.03,67.6,74.19,439.38,General,Delhi,3.2,Male,0,5.99,0,1,0,2,IT,Tier_3,0.5313
86.49,80.99,75.32,717.4,General,Karnataka,3.64,Female,0,8.25,0,0,0,2,CE,Tier_2,0.6367
64.94,56.13,53.79,484.3,ST,Maharashtra,5.7,Female,0,5.0,0,0,0,0,EE,Tier_3,0.5476
71.81,70.19,83.45,730.13,SC,Tamil_Nadu,14.37,Female,0,7.52,1,1,0,1,CSE,Tier_1,0.5633
73.36,65.49,75.86,532.47,SC,Delhi,8.72,Female,1,7.34,0,1,0,0,CSE,Tier_1,0.5294
88.79,93.84,99.99,650.6,OBC,Uttar_Pradesh,1.98,Female,1,8.63,1,0,0,1,Chemical,Tier_3,0.8154
79.31,82.66,64.59,464.57,OBC,Kerala,2.54,Male,1,8.12,2,1,0,0,Biotech,Tier_3,0.6154
94.36,85.07,66.18,521.78,SC,Kerala,1.85,Female,0,9.0,0,0,0,1,CE,Tier_3,0.7617
88.7,82.74,79.51,671.14,SC,Karnataka,9.52,Female,0,7.62,1,1,1,0,CSE,Tier_1,0.5966
62.9,72.14,56.37,495.34,OBC,Rajasthan,8.31,Female,2,8.53,0,0,0,0,ME,Tier_2,0.4916
80.65,75.07,55.96,666.64,OBC,Kerala,8.18,Female,0,8.3,0,1,0,0,ME,Tier_1,0.5916
94.87,92.48,89.41,798.8,General,Uttar_Pradesh,8.12,Female,0,7.04,0,0,0,1,EE,Tier_2,0.6436
94.26,97.8,96.17,652.0,General,Karnataka,4.03,Female,0,8.25,0,1,1,1,ECE,Tier_3,0.7836
99.0,85.37,79.68,520.87,General,Delhi,8.45,Male,0,8.02,0,1,0,1,Chemical,Tier_1,0.5888
72.77,84.11,54.17,417.7,SC,Delhi,23.25,Male,0,5.67,1,1,0,0,Biotech,Tier_1,0.4271
83.95,89.61,54.95,432.13,General,Telangana,11.64,Male,0,6.23,2,1,1,0,Chemical,Tier_3,0.6084
51.95,58.35,45.58,462.43,SC,Delhi,2.9,Male,0,4.67,1,1,0,1,Biotech,Tier_3,0.483
87.66,77.81,73.72,572.32,OBC,Karnataka,5.65,Male,0,6.88,2,1,0,1,CSE,Tier_1,0.4121
73.74,73.51,80.68,524.28,OBC,Rajasthan,4.47,Female,0,6.7,1,1,2,4,ECE,Tier_1,0.6394
53.96,55.81,37.94,248.64,OBC,Gujarat,14.95,Female,1,6.48,1,1,0,1,IT,Tier_2,0.3982
60.95,56.32,58.82,340.53,General,Delhi,3.17,Female,0,4.0,3,0,2,0,ME,Tier_3,0.4696
71.23,74.12,95.56,679.31,EWS,West_Bengal,8.54,Female,0,7.8,0,1,0,1,Biotech,Tier_3,0.7431
68.23,59.57,61.82,584.36,General,Tamil_Nadu,5.61,Male,0,6.93,0,1,0,3,CSE,Tier_2,0.5181
91.63,81.43,80.23,459.19,SC,Karnataka,3.96,Female,0,6.57,1,0,0,1,ECE,Tier_3,0.6801
77.52,71.66,47.27,664.94,General,Uttar_Pradesh,8.72,Female,0,7.32,0,1,0,1,EE,Tier_3,0.6272
92.37,73.74,88.15,554.21,OBC,Gujarat,6.19,Female,0,7.15,0,1,0,0,ME,Tier_3,0.767
67.48,72.5,68.88,682.47,OBC,Maharashtra,13.39,Male,2,7.47,3,1,2,2,ECE,Tier_2,0.5577
80.15,74.28,85.04,509.35,General,Maharashtra,5.0,Female,0,8.81,3,0,0,1,CE,Tier_1,0.5449
70.84,79.98,44.09,526.51,General,Telangana,2.87,Male,0,7.54,0,1,0,1,IT,Tier_1,0.4496
87.23,79.1,99.99,627.3,OBC,Kerala,6.26,Male,0,7.58,1,1,0,0,ME,Tier_3,0.7901
63.07,60.9,21.86,531.13,ST,Uttar_Pradesh,9.03,Male,0,5.22,0,1,1,1,CSE,Tier_1,0.3492
88.43,74.67,99.99,641.25,OBC,Maharashtra,12.04,Female,0,8.16,0,0,0,0,IT,Tier_2,0.6581
75.81,73.38,78.92,577.07,General,Maharashtra,6.37,Female,1,6.85,1,1,2,0,IT,Tier_1,0.4833
63.25,64.63,27.73,450.89,General,Delhi,14.5,Female,0,6.05,0,1,1,1,ME,Tier_2,0.48
60.71,68.43,77.94,520.68,EWS,Karnataka,2.53,Male,0,6.29,0,0,0,0,CE,Tier_3,0.5351
80.64,76.99,87.19,610.87,General,West_Bengal,16.18,Male,1,7.46,0,1,0,3,ECE,Tier_1,0.5316
76.74,90.47,34.31,624.01,OBC,Maharashtra,11.65,Female,0,7.65,0,1,0,0,CSE,Tier_2,0.4847
72.43,74.35,63.35,605.22,General,Maharashtra,5.18,Female,1,9.85,0,0,0,1,IT,Tier_1,0.4431
72.76,63.04,83.32,666.13,OBC,Rajasthan,17.09,Female,0,8.35,0,1,0,1,ECE,Tier_1,0.5661
87.59,72.74,99.92,506.12,OBC,Delhi,9.48,Female,0,8.94,0,1,0,1,Biotech,Tier_2,0.8337
99.0,93.58,75.14,694.25,EWS,Delhi,20.53,Male,2,8.51,1,0,0,1,Biotech,Tier_3,0.6737
90.39,75.12,34.98,617.54,OBC,Uttar_Pradesh,3.97,Male,1,7.7,0,1,0,0,ECE,Tier_3,0.6037
92.15,89.26,99.99,558.98,General,Maharashtra,4.28,Male,0,8.66,0,0,0,1,CSE,Tier_2,0.6441
63.52,71.63,66.74,463.48,OBC,West_Bengal,11.47,Male,1,7.22,0,1,1,0,IT,Tier_1,0.4403
72.99,78.45,33.51,719.28,General,Maharashtra,7.8,Male,0,8.05,0,1,0,0,IT,Tier_1,0.4891
82.13,70.54,70.26,490.93,EWS,Delhi,2.34,Male,0,7.14,0,1,0,1,CSE,Tier_2,0.5645
47.37,60.53,62.46,425.79,General,Tamil_Nadu,32.99,Female,0,5.23,0,1,1,1,CE,Tier_2,0.4611
88.51,84.54,80.95,706.2,ST,West_Bengal,30.01,Female,2,6.79,0,0,0,1,ECE,Tier_2,0.6204
84.0,73.94,57.91,516.12,ST,Delhi,8.61,Male,0,7.84,0,1,0,0,CSE,Tier_1,0.5426
61.16,61.53,51.99,505.1,General,Telangana,4.27,Female,0,5.72,0,1,0,0,ME,Tier_2,0.5033
70.93,73.42,53.09,435.31,EWS,Telangana,4.34,Male,0,7.36,2,1,0,1,CSE,Tier_2,0.46
82.2,72.16,76.87,600.38,EWS,Tamil_Nadu,10.07,Female,1,8.78,0,0,0,0,ECE,Tier_1,0.4825
43.99,53.21,55.88,366.9,ST,Karnataka,23.32,Male,0,5.65,2,0,1,0,CE,Tier_2,0.3908
76.66,85.23,35.57,697.53,OBC,Maharashtra,50.0,Male,0,8.44,1,1,0,2,CSE,Tier_1,0.5066
65.57,73.61,65.27,499.6,SC,Kerala,5.81,Female,2,7.13,0,1,0,2,ECE,Tier_2,0.6479
77.54,74.93,73.06,508.92,General,Maharashtra,5.56,Male,2,7.14,1,1,0,3,EE,Tier_3,0.6354
70.97,71.55,58.25,537.43,EWS,Karnataka,6.47,Female,0,6.61,0,1,0,0,IT,Tier_3,0.5553
89.73,78.51,74.06,518.21,General,Karnataka,10.25,Female,1,7.11,1,1,0,2,ME,Tier_2,0.5571
85.02,75.44,98.98,747.36,SC,Delhi,3.73,Male,0,6.84,0,0,1,1,CE,Tier_1,0.5926
86.71,68.4,97.8,532.58,ST,Maharashtra,2.48,Female,0,6.15,2,1,1,0,ECE,Tier_1,0.5853
64.46,67.13,59.85,619.27,EWS,Delhi,6.13,Male,0,6.36,0,1,0,0,Chemical,Tier_1,0.4238
76.69,79.14,67.68,665.98,ST,Rajasthan,9.47,Male,1,9.44,1,1,1,2,CSE,Tier_3,0.7881
55.5,58.29,62.93,381.89,ST,Delhi,29.12,Female,1,4.8,0,1,0,3,CSE,Tier_2,0.4957
88.41,74.87,91.92,541.94,SC,Rajasthan,3.12,Female,2,6.33,1,1,0,2,CSE,Tier_1,0.6059
98.77,89.66,75.78,677.1,OBC,Tamil_Nadu,18.24,Male,1,7.58,0,0,0,0,CSE,Tier_2,0.6214
87.33,91.86,59.0,640.41,General,Maharashtra,6.81,Male,1,6.87,0,0,0,0,EE,Tier_2,0.5201
99.0,96.48,89.55,587.58,EWS,Gujarat,6.08,Male,1,8.51,2,1,2,1,Biotech,Tier_1,0.6175
53.64,57.31,27.97,368.61,OBC,West_Bengal,2.14,Female,0,5.31,2,1,0,0,CE,Tier_3,0.3913
62.35,80.03,27.86,439.47,SC,West_Bengal,10.11,Female,1,6.42,2,1,1,2,ECE,Tier_3,0.5503
80.1,97.66,63.61,507.29,OBC,Delhi,9.21,Female,0,6.85,2,1,1,2,IT,Tier_1,0.4743
55.82,55.23,65.5,396.71,OBC,West_Bengal,45.34,Female,0,6.27,0,0,1,2,ECE,Tier_3,0.5262
75.61,70.96,99.99,650.22,OBC,Gujarat,6.01,Male,0,7.96,0,1,0,1,CE,Tier_1,0.6855
91.66,89.71,69.67,639.59,EWS,Kerala,25.61,Female,1,7.81,0,1,0,2,ME,Tier_2,0.656
71.59,62.81,73.85,536.83,General,West_Bengal,5.79,Male,2,9.66,0,1,0,1,ME,Tier_2,0.5587
66.97,73.67,69.67,544.45,OBC,Tamil_Nadu,5.62,Male,0,7.18,0,0,1,1,CSE,Tier_1,0.4004
71.86,71.12,54.23,462.21,General,Gujarat,1.93,Male,2,6.8,1,0,0,1,Biotech,Tier_3,0.4737
71.36,72.92,55.35,635.01,OBC,Maharashtra,18.54,Male,1,4.65,0,1,2,0,ECE,Tier_2,0.5531
93.37,80.76,84.86,619.14,OBC,Tamil_Nadu,8.25,Female,0,8.16,0,1,1,1,CE,Tier_2,0.6906
53.25,50.97,22.77,435.85,General,Rajasthan,7.36,Female,1,4.0,0,0,0,1,CSE,Tier_3,0.2837
62.71,48.01,48.27,348.74,SC,Karnataka,5.86,Male,0,7.32,0,1,0,0,ME,Tier_3,0.5802
69.97,80.85,48.69,452.43,ST,Maharashtra,8.92,Male,0,6.46,2,0,0,0,IT,Tier_2,0.4246
80.17,83.65,70.73,575.48,ST,Maharashtra,4.18,Female,0,7.92,0,1,1,0,CE,Tier_1,0.6603
58.75,66.51,38.14,480.91,SC,Delhi,10.59,Male,0,6.2,1,0,1,0,ECE,Tier_2,0.5009
82.78,80.73,71.42,538.21,General,Gujarat,3.44,Male,0,7.58,0,0,0,1,EE,Tier_2,0.5432
66.22,47.92,43.74,495.54,OBC,Rajasthan,6.64,Female,0,7.64,0,1,0,3,IT,Tier_2,0.4556
68.93,62.24,56.24,591.54,SC,Rajasthan,11.0,Female,1,6.23,0,0,0,0,CSE,Tier_3,0.5297
99.0,87.25,94.67,552.0,SC,Telangana,22.78,Female,0,8.7,0,1,1,2,CSE,Tier_3,0.8818
89.06,73.69,80.8,698.26,SC,Karnataka,8.74,Female,0,8.6,1,1,0,2,ME,Tier_2,0.6879
75.64,59.4,94.48,578.61,OBC,Rajasthan,20.85,Female,0,7.19,0,1,1,1,ME,Tier_2,0.6949
64.15,57.09,52.13,416.4,SC,Karnataka,7.32,Male,0,7.98,0,0,0,0,CSE,Tier_3,0.6489
86.61,81.02,86.57,554.34,ST,Gujarat,3.5,Male,1,7.99,1,0,1,0,EE,Tier_3,0.7393
68.26,68.17,77.27,528.85,OBC,Rajasthan,39.07,Male,1,5.42,0,0,2,1,CE,Tier_1,0.5072
76.55,80.84,73.23,714.3,General,Kerala,6.74,Male,1,8.54,1,0,0,0,ECE,Tier_1,0.5093
84.72,95.81,52.14,598.41,ST,Rajasthan,15.76,Female,0,6.81,0,1,0,0,ECE,Tier_1,0.5599
63.95,70.25,66.35,466.95,SC,Maharashtra,4.5,Male,2,8.04,0,1,0,0,ECE,Tier_1,0.4645
99.0,87.9,77.75,634.76,SC,Rajasthan,11.21,Male,0,8.55,0,1,0,1,CSE,Tier_1,0.6389
47.72,67.81,41.25,321.46,General,Maharashtra,9.73,Male,0,4.0,1,1,0,0,Biotech,Tier_2,0.2794
77.72,61.75,74.48,421.23,General,Uttar_Pradesh,7.39,Female,1,8.08,1,1,0,1,CSE,Tier_1,0.3403
66.24,49.74,49.63,473.99,SC,Delhi,37.46,Male,0,7.21,0,1,1,2,CSE,Tier_1,0.4733
67.14,59.9,54.24,547.82,General,Uttar_Pradesh,10.41,Male,0,6.75,0,1,0,2,IT,Tier_3,0.5272
89.75,89.32,56.58,671.61,OBC,Gujarat,5.49,Female,2,7.04,0,0,0,0,ME,Tier_1,0.4482
85.13,80.94,64.92,627.76,OBC,Karnataka,26.03,Male,0,8.07,0,1,0,1,IT,Tier_3,0.6392
93.69,76.56,66.2,519.91,General,Delhi,1.73,Male,1,6.88,2,1,0,0,ME,Tier_1,0.3922
68.48,62.12,62.05,511.79,OBC,Karnataka,2.3,Male,0,8.62,0,1,0,2,Chemical,Tier_1,0.5169
79.35,65.61,83.58,564.55,General,Delhi,14.94,Female,0,6.5,2,0,1,1,ECE,Tier_3,0.5723
84.48,69.21,67.88,383.19,General,Delhi,8.86,Male,0,7.91,0,0,1,2,CE,Tier_3,0.6168
95.28,99.0,83.72,641.22,EWS,Rajasthan,4.77,Male,0,8.91,1,1,2,0,CSE,Tier_1,0.572
69.17,67.27,50.59,602.33,OBC,Rajasthan,10.11,Male,0,7.95,1,1,2,1,ME,Tier_1,0.5149
71.81,84.43,55.93,525.19,EWS,Uttar_Pradesh,17.34,Female,1,7.45,1,1,0,1,CSE,Tier_1,0.3465
73.56,64.37,99.99,495.33,OBC,Delhi,3.17,Male,0,7.47,1,1,0,0,ME,Tier_2,0.5677
89.05,86.26,57.12,472.22,ST,Uttar_Pradesh,6.89,Male,0,6.67,1,0,0,1,ME,Tier_1,0.5482
69.51,70.47,33.1,492.95,General,Kerala,7.62,Male,0,5.83,1,0,1,0,CSE,Tier_2,0.3666
75.9,80.17,72.56,600.37,General,Karnataka,9.44,Female,0,6.52,0,1,0,1,CSE,Tier_1,0.4608
83.84,80.72,65.58,586.79,General,Tamil_Nadu,12.37,Male,0,6.75,0,1,1,1,CE,Tier_2,0.5365
96.35,95.33,84.91,688.34,General,Uttar_Pradesh,1.53,Male,0,6.88,2,1,1,0,EE,Tier_2,0.5453
63.37,68.79,60.64,493.4,EWS,Delhi,11.35,Male,1,8.7,2,1,0,2,EE,Tier_2,0.4936
99.0,80.57,95.51,699.42,OBC,Delhi,1.6,Female,1,6.62,1,1,0,0,IT,Tier_1,0.5359
75.55,78.75,77.75,547.94,OBC,Rajasthan,7.17,Male,0,9.01,0,0,0,1,ME,Tier_3,0.6935
99.0,88.48,82.23,613.89,OBC,Delhi,3.18,Male,0,7.01,0,0,0,1,ECE,Tier_2,0.6575
61.27,56.67,83.88,432.8,General,Uttar_Pradesh,8.65,Male,0,6.14,1,1,1,1,EE,Tier_1,0.4146
79.69,81.34,39.84,627.53,EWS,Karnataka,12.58,Female,0,6.5,1,1,1,0,ECE,Tier_2,0.5393
83.12,85.56,41.09,469.35,SC,Karnataka,7.73,Female,0,5.73,1,0,0,1,EE,Tier_3,0.5875
92.42,80.83,68.11,344.24,General,Uttar_Pradesh,4.38,Female,0,8.88,0,0,0,0,CSE,Tier_2,0.5231
84.74,76.51,48.71,624.91,OBC,Delhi,2.58,Male,1,8.18,0,0,0,1,CE,Tier_1,0.4952
72.89,59.93,66.8,663.6,General,Karnataka,7.17,Male,0,7.35,0,0,1,1,EE,Tier_3,0.5989
68.95,53.82,57.79,466.93,SC,Uttar_Pradesh,5.34,Female,0,9.86,0,0,1,0,ECE,Tier_2,0.618
94.65,84.31,91.66,645.84,OBC,West_Bengal,9.67,Male,0,7.74,0,1,0,0,Chemical,Tier_2,0.7014
89.81,89.2,78.21,608.45,EWS,Gujarat,5.24,Male,0,7.96,0,0,0,2,CSE,Tier_1,0.5542
83.78,74.06,65.4,377.7,EWS,Gujarat,22.69,Male,0,6.59,0,0,1,2,ECE,Tier_1,0.4951
80.37,87.68,66.55,729.42,General,Uttar_Pradesh,7.67,Female,0,6.68,0,1,1,1,EE,Tier_1,0.5856
66.33,64.79,43.41,463.6,General,Maharashtra,15.42,Female,0,6.21,0,0,0,1,IT,Tier_1,0.3289
71.66,68.56,68.98,470.53,ST,Delhi,4.96,Male,0,7.39,0,0,0,0,CSE,Tier_1,0.5001
94.57,83.88,99.99,629.13,OBC,Maharashtra,13.3,Female,0,8.9,1,1,0,2,CSE,Tier_2,0.5989
78.47,82.78,54.12,549.97,OBC,Delhi,12.17,Female,1,8.78,0,0,0,1,ME,Tier_3,0.6753
74.64,64.58,99.99,637.55,OBC,Maharashtra,4.29,Male,0,7.18,0,1,0,0,ECE,Tier_2,0.6921
77.03,72.89,50.06,403.22,OBC,Rajasthan,2.23,Male,1,7.38,0,1,0,1,CE,Tier_1,0.5003
77.71,70.02,54.44,662.11,OBC,Uttar_Pradesh,20.38,Female,2,7.42,0,1,0,0,Chemical,Tier_1,0.4336
83.71,74.1,89.58,713.39,EWS,Maharashtra,5.28,Male,0,8.5,0,0,0,2,ECE,Tier_3,0.7294
80.99,76.97,71.08,545.97,OBC,West_Bengal,4.41,Male,1,6.07,0,1,0,2,CSE,Tier_2,0.6189
75.49,71.94,63.9,509.86,General,Gujarat,5.81,Male,1,6.03,1,0,0,0,EE,Tier_2,0.5023
82.61,86.24,67.9,518.31,General,Maharashtra,3.46,Male,1,8.07,0,1,0,0,CE,Tier_3,0.6602
87.38,81.08,90.45,660.0,EWS,Maharashtra,12.23,Female,0,8.39,0,1,1,0,ME,Tier_2,0.8487
73.21,75.69,48.99,522.7,OBC,Tamil_Nadu,7.34,Male,0,6.07,2,0,2,0,IT,Tier_3,0.4934
77.85,75.88,66.22,505.57,OBC,Maharashtra,7.71,Female,0,7.81,0,1,0,0,Chemical,Tier_1,0.5726
52.49,67.98,67.58,271.59,General,Maharashtra,18.37,Male,0,6.97,1,0,0,3,CSE,Tier_3,0.454
96.31,85.0,52.96,452.58,EWS,Uttar_Pradesh,8.0,Male,0,7.17,1,0,0,0,IT,Tier_2,0.4721
68.61,65.63,59.18,531.28,OBC,Uttar_Pradesh,26.06,Male,1,5.69,1,0,2,4,CE,Tier_3,0.5905
94.33,91.99,97.63,624.73,EWS,Gujarat,7.27,Male,1,6.74,1,1,0,1,Chemical,Tier_1,0.6077
89.45,80.08,92.22,754.17,General,Maharashtra,2.22,Male,0,7.5,0,0,1,1,CE,Tier_1,0.5773
85.11,83.56,87.63,666.63,General,Telangana,3.64,Male,0,7.15,0,0,0,1,Chemical,Tier_1,0.5111
95.92,99.0,59.72,628.54,General,Maharashtra,4.13,Male,0,7.87,0,1,0,1,IT,Tier_1,0.5695
63.13,56.36,60.54,448.68,OBC,Karnataka,8.09,Male,0,6.53,0,1,0,1,ECE,Tier_2,0.5298
77.62,86.59,59.83,422.91,EWS,Maharashtra,24.97,Female,0,6.75,1,1,0,0,EE,Tier_2,0.4642
89.33,78.59,99.99,719.89,OBC,Delhi,8.59,Female,1,8.66,0,1,0,1,CE,Tier_3,0.7856
78.02,85.31,88.31,596.68,ST,Gujarat,6.15,Male,2,6.95,1,0,0,0,CE,Tier_1,0.4573
69.42,74.08,48.08,451.38,SC,Maharashtra,5.8,Male,0,7.39,0,1,0,1,CSE,Tier_3,0.5917
87.21,85.85,78.57,681.84,General,Delhi,11.43,Female,0,8.54,1,0,0,0,CSE,Tier_1,0.439
70.36,68.04,66.12,478.39,OBC,West_Bengal,10.3,Male,0,7.96,0,1,1,1,ECE,Tier_3,0.6891
